epoch,step,train_loss
2,49,4.476176738739014
4,99,5.1131486892700195
7,149,4.795026779174805
9,199,4.975124835968018
12,249,4.832052230834961
14,299,4.058465003967285
17,349,4.562859058380127
19,399,8.190784454345703
22,449,5.108851432800293
24,499,6.887534141540527
27,549,5.212058067321777
29,599,6.727334022521973
32,649,4.209784984588623
34,699,4.595953941345215
37,749,4.375269889831543
39,799,4.255565643310547
42,849,3.746734142303467
44,899,3.8096141815185547
47,949,5.177859306335449
49,999,4.2326459884643555
52,1049,9.859308242797852
54,1099,5.562546253204346
57,1149,5.45341157913208
59,1199,3.0618414878845215
62,1249,7.116515159606934
64,1299,4.90556001663208
67,1349,4.679049491882324
69,1399,7.835149765014648
72,1449,6.630556106567383
74,1499,6.019706726074219
77,1549,5.5940046310424805
79,1599,3.9125618934631348
82,1649,6.32362174987793
84,1699,5.587466239929199
87,1749,6.354785919189453
89,1799,3.423780918121338
92,1849,3.677377700805664
94,1899,6.440997123718262
97,1949,4.706201076507568
99,1999,38.212223052978516
102,2049,7.150626182556152
104,2099,7.824462890625
107,2149,7.506073951721191
109,2199,7.982076644897461
112,2249,5.052088737487793
114,2299,8.055305480957031
117,2349,8.386857032775879
119,2399,7.844723701477051
122,2449,4.577714443206787
124,2499,7.315202236175537
127,2549,7.0677080154418945
129,2599,5.999699592590332
132,2649,8.051473617553711
134,2699,8.037677764892578
137,2749,7.739527702331543
139,2799,5.504424095153809
142,2849,6.89809513092041
144,2899,6.741366863250732
147,2949,5.432700157165527
149,2999,6.10609245300293
152,3049,7.3537092208862305
154,3099,6.975090026855469
157,3149,6.6138691902160645
159,3199,4.809720516204834
162,3249,3.0887115001678467
164,3299,5.564824104309082
167,3349,3.623530626296997
169,3399,7.441908359527588
172,3449,7.929617881774902
174,3499,5.334153175354004
177,3549,10.203611373901367
179,3599,4.588591575622559
182,3649,4.017705917358398
184,3699,5.230088233947754
187,3749,6.281927108764648
189,3799,7.328780651092529
192,3849,7.35919713973999
194,3899,7.386578559875488
197,3949,3.8555617332458496
199,3999,7.809331893920898
202,4049,6.119103908538818
204,4099,3.6177380084991455
207,4149,5.5628509521484375
209,4199,5.579156875610352
212,4249,5.877148151397705
214,4299,6.463035583496094
217,4349,6.315303802490234
219,4399,5.347690582275391
222,4449,7.102707386016846
224,4499,5.573690891265869
227,4549,3.2990822792053223
229,4599,6.144258499145508
232,4649,6.108621597290039
234,4699,4.310887813568115
237,4749,3.836780071258545
239,4799,5.036750793457031
242,4849,6.499720573425293
244,4899,6.225392818450928
247,4949,4.509167671203613
249,4999,6.755779266357422
252,5049,109.78163146972656
254,5099,8.804277420043945
257,5149,7.625980377197266
259,5199,6.960750579833984
262,5249,7.670147895812988
264,5299,10.113526344299316
267,5349,7.435096740722656
269,5399,7.185892105102539
272,5449,7.448679447174072
274,5499,6.874346733093262
277,5549,6.874253273010254
279,5599,6.916451930999756
282,5649,7.260161399841309
284,5699,7.081507205963135
287,5749,6.868012428283691
289,5799,8.10329818725586
292,5849,7.679009437561035
294,5899,7.427363872528076
297,5949,7.1741228103637695
299,5999,7.0649333000183105
302,6049,7.202733039855957
304,6099,7.726744651794434
307,6149,7.165450096130371
309,6199,7.147165298461914
312,6249,8.014969825744629
314,6299,7.023087501525879
317,6349,7.10202693939209
319,6399,7.036494255065918
322,6449,7.0359086990356445
324,6499,6.185405254364014
327,6549,8.020090103149414
329,6599,6.907693386077881
332,6649,7.556051254272461
334,6699,7.987005233764648
337,6749,6.3742451667785645
339,6799,8.723369598388672
342,6849,7.366208076477051
344,6899,6.854953765869141
347,6949,6.557649612426758
349,6999,6.748688697814941
352,7049,6.086475372314453
354,7099,7.66889762878418
357,7149,7.6529436111450195
359,7199,5.9775390625
362,7249,7.672748565673828
364,7299,6.003567695617676
367,7349,8.126324653625488
369,7399,7.050269603729248
372,7449,6.658347129821777
374,7499,5.990146636962891
377,7549,7.110719680786133
379,7599,6.10404634475708
382,7649,7.533385753631592
384,7699,7.44500732421875
387,7749,6.229991912841797
389,7799,6.037975311279297
392,7849,6.013416290283203
394,7899,6.095229148864746
397,7949,6.123874664306641
399,7999,6.554241180419922
402,8049,6.253385543823242
404,8099,6.420022964477539
407,8149,7.24366569519043
409,8199,6.378355026245117
412,8249,6.9425129890441895
414,8299,5.411647796630859
417,8349,5.419203281402588
419,8399,6.816021919250488
422,8449,9.534391403198242
424,8499,6.997769355773926
427,8549,5.549537658691406
429,8599,5.803206443786621
432,8649,5.313104629516602
434,8699,7.768694877624512
437,8749,6.998613357543945
439,8799,5.6915693283081055
442,8849,5.366765022277832
444,8899,5.3192877769470215
447,8949,5.874424457550049
449,8999,5.76662540435791
452,9049,5.107767105102539
454,9099,5.665899276733398
457,9149,5.585585594177246
459,9199,4.84298849105835
462,9249,10.191105842590332
464,9299,6.181791305541992
467,9349,7.208386421203613
469,9399,5.742793083190918
472,9449,9.604220390319824
474,9499,6.22746467590332
477,9549,4.948535919189453
479,9599,5.886659622192383
482,9649,4.474545955657959
484,9699,6.80504846572876
487,9749,6.1428375244140625
489,9799,5.396251678466797
492,9849,7.042832374572754
494,9899,7.034638404846191
497,9949,7.142263412475586
499,9999,6.859283447265625
