epoch,step,train_loss
2,49,254.07290649414062
4,99,6.231454372406006
7,149,16.182214736938477
9,199,37.640380859375
12,249,17.93504524230957
14,299,67.15929412841797
17,349,7.017765522003174
19,399,10.577766418457031
22,449,24.981243133544922
24,499,175.51763916015625
27,549,7.7375593185424805
29,599,6.805724143981934
32,649,48.14533233642578
34,699,148.3897705078125
37,749,12.458667755126953
39,799,6.660880088806152
42,849,9.21209716796875
44,899,8.965462684631348
47,949,50.19062042236328
49,999,98.93984985351562
52,1049,6.771146774291992
54,1099,14.467582702636719
57,1149,19.750354766845703
59,1199,7.032737731933594
62,1249,10.45543098449707
64,1299,7.351051330566406
67,1349,15.748440742492676
69,1399,7.264150142669678
72,1449,7.552824020385742
74,1499,7.335027694702148
77,1549,10.433660507202148
79,1599,10.505813598632812
82,1649,41.08292007446289
84,1699,9.504430770874023
87,1749,13.867960929870605
89,1799,11.876470565795898
92,1849,7.931062698364258
94,1899,8.218403816223145
97,1949,10.339006423950195
99,1999,23.981571197509766
102,2049,5.980551242828369
104,2099,7.246574401855469
107,2149,9.769760131835938
109,2199,7.366014003753662
112,2249,5.877330780029297
114,2299,7.664045333862305
117,2349,9.400137901306152
119,2399,7.731927871704102
122,2449,16.279834747314453
124,2499,7.308054447174072
127,2549,9.307756423950195
129,2599,9.650304794311523
132,2649,15.490615844726562
134,2699,7.766010284423828
137,2749,7.681378364562988
139,2799,6.946411609649658
142,2849,7.266408920288086
144,2899,7.99608039855957
147,2949,5.2923431396484375
149,2999,7.711297512054443
152,3049,12.903913497924805
154,3099,7.0003814697265625
157,3149,7.3800249099731445
159,3199,14.558801651000977
162,3249,5.484987258911133
164,3299,6.811684608459473
167,3349,7.088501930236816
169,3399,7.786590576171875
172,3449,7.14742374420166
174,3499,6.968829154968262
177,3549,5.209912300109863
179,3599,6.862788200378418
182,3649,6.834445476531982
184,3699,9.750782012939453
187,3749,11.331531524658203
189,3799,5.137689590454102
192,3849,7.0061235427856445
194,3899,6.094884872436523
197,3949,7.499530792236328
199,3999,11.98890495300293
202,4049,8.082184791564941
204,4099,11.571218490600586
207,4149,7.72292947769165
209,4199,7.446824073791504
212,4249,8.726064682006836
214,4299,7.02796745300293
217,4349,7.534858703613281
219,4399,6.891904354095459
222,4449,19.219322204589844
224,4499,7.062609672546387
227,4549,8.282770156860352
229,4599,7.609097480773926
232,4649,7.598169803619385
234,4699,7.954273223876953
237,4749,7.683635711669922
239,4799,12.221749305725098
242,4849,6.476606369018555
244,4899,7.847784996032715
247,4949,5.965116500854492
249,4999,31.149301528930664
252,5049,7.95910120010376
254,5099,6.058763027191162
257,5149,7.624092102050781
259,5199,8.511329650878906
262,5249,6.985858917236328
264,5299,14.250116348266602
267,5349,11.653885841369629
269,5399,12.35791301727295
272,5449,6.805582046508789
274,5499,5.8348164558410645
277,5549,6.471932411193848
279,5599,8.46983528137207
282,5649,10.907455444335938
284,5699,13.526226997375488
287,5749,7.324962615966797
289,5799,7.182432174682617
292,5849,6.957798004150391
294,5899,5.50026798248291
297,5949,9.738713264465332
299,5999,7.2300705909729
302,6049,5.416784763336182
304,6099,7.035076141357422
307,6149,7.041863441467285
309,6199,5.481036186218262
312,6249,7.542978286743164
314,6299,15.591907501220703
317,6349,7.001684188842773
319,6399,8.02503490447998
322,6449,7.153117656707764
324,6499,7.0190324783325195
327,6549,5.850113868713379
329,6599,5.6330437660217285
332,6649,8.921935081481934
334,6699,9.476369857788086
337,6749,7.681186676025391
339,6799,6.389979839324951
342,6849,6.17888069152832
344,6899,7.810670852661133
347,6949,7.147981643676758
349,6999,7.749300956726074
352,7049,7.166040420532227
354,7099,11.487831115722656
357,7149,9.269611358642578
359,7199,13.081843376159668
362,7249,8.206850051879883
364,7299,8.418025016784668
367,7349,7.932261943817139
369,7399,10.956851959228516
372,7449,8.414876937866211
374,7499,7.869372367858887
377,7549,6.30556058883667
379,7599,6.2867279052734375
382,7649,7.941000938415527
384,7699,6.580802917480469
387,7749,8.59850025177002
389,7799,8.715892791748047
392,7849,7.428423881530762
394,7899,7.823355674743652
397,7949,9.01038932800293
399,7999,6.181236267089844
402,8049,6.041079998016357
404,8099,7.381430625915527
407,8149,8.013692855834961
409,8199,6.887846946716309
412,8249,7.02821159362793
414,8299,8.103775024414062
417,8349,6.716019630432129
419,8399,7.927577018737793
422,8449,8.038021087646484
424,8499,7.595757484436035
427,8549,7.27849006652832
429,8599,6.899636745452881
432,8649,7.522848606109619
434,8699,12.15123462677002
437,8749,6.784150123596191
439,8799,11.405577659606934
442,8849,8.04880142211914
444,8899,7.239345550537109
447,8949,7.816130638122559
449,8999,6.625669956207275
452,9049,7.864805221557617
454,9099,7.742005348205566
457,9149,7.702104568481445
459,9199,6.267546653747559
462,9249,7.636780261993408
464,9299,7.874842166900635
467,9349,7.9196977615356445
469,9399,8.486745834350586
472,9449,9.189481735229492
474,9499,8.149554252624512
477,9549,8.311311721801758
479,9599,10.577466011047363
482,9649,8.163446426391602
484,9699,5.912163734436035
487,9749,6.269587516784668
489,9799,7.379281997680664
492,9849,7.971038818359375
494,9899,10.650581359863281
497,9949,8.654314041137695
499,9999,8.205175399780273
