epoch,step,train_loss
2,49,3.2305665016174316
4,99,3.5176942348480225
7,149,4.127856254577637
9,199,6.128878593444824
12,249,4.938528060913086
14,299,3.6048450469970703
17,349,7.880987167358398
19,399,7.174354553222656
22,449,4.987359523773193
24,499,3.385993480682373
27,549,10.368814468383789
29,599,4.1620306968688965
32,649,4.880497932434082
34,699,4.091320037841797
37,749,6.106551170349121
39,799,3.5093796253204346
42,849,4.808437824249268
44,899,5.56246280670166
47,949,6.5020647048950195
49,999,7.5393147468566895
52,1049,2.770047664642334
54,1099,3.6491875648498535
57,1149,8.193867683410645
59,1199,3.1982297897338867
62,1249,4.712989807128906
64,1299,5.58926248550415
67,1349,5.334437370300293
69,1399,4.288449764251709
72,1449,6.678537845611572
74,1499,6.464217662811279
77,1549,4.200981140136719
79,1599,3.905754566192627
82,1649,4.939639568328857
84,1699,4.73250675201416
87,1749,3.304131507873535
89,1799,3.8351311683654785
92,1849,2.778841018676758
94,1899,4.600443363189697
97,1949,6.109149932861328
99,1999,3.1756935119628906
102,2049,5.908541202545166
104,2099,4.202247619628906
107,2149,2.6418824195861816
109,2199,3.3013880252838135
112,2249,6.128683567047119
114,2299,6.359768867492676
117,2349,5.017110824584961
119,2399,6.824409484863281
122,2449,5.440556526184082
124,2499,6.459167957305908
127,2549,6.083277225494385
129,2599,3.934025287628174
132,2649,3.7095789909362793
134,2699,6.61079216003418
137,2749,6.192152976989746
139,2799,5.712070465087891
142,2849,4.615226745605469
144,2899,2.8248350620269775
147,2949,4.235092639923096
149,2999,7.331377983093262
152,3049,1.5021384954452515
154,3099,2.3911657333374023
157,3149,3.75030517578125
159,3199,3.434335231781006
162,3249,3.528573513031006
164,3299,3.721564769744873
167,3349,4.278076171875
169,3399,5.215646743774414
172,3449,3.506566047668457
174,3499,1.306220293045044
177,3549,2.0844240188598633
179,3599,5.087202072143555
182,3649,3.1726951599121094
184,3699,5.50039005279541
187,3749,5.769917011260986
189,3799,2.888734817504883
192,3849,6.118444442749023
194,3899,5.043773651123047
197,3949,3.5678203105926514
199,3999,5.496622085571289
202,4049,1.8630907535552979
204,4099,2.8813836574554443
207,4149,6.432980060577393
209,4199,3.800987720489502
212,4249,2.243798017501831
214,4299,2.1993699073791504
217,4349,3.008490562438965
219,4399,6.073012351989746
222,4449,4.836978912353516
224,4499,3.574129343032837
227,4549,5.401294708251953
229,4599,5.7352190017700195
232,4649,3.48677659034729
234,4699,6.746469497680664
237,4749,7.692408561706543
239,4799,7.3422932624816895
242,4849,4.259871482849121
244,4899,4.5323286056518555
247,4949,2.063755989074707
249,4999,7.19674825668335
252,5049,6.175534725189209
254,5099,2.196002960205078
257,5149,6.138426780700684
259,5199,1.8568278551101685
262,5249,5.896327018737793
264,5299,1.9766602516174316
267,5349,5.930627822875977
269,5399,5.873283386230469
272,5449,4.498885631561279
274,5499,5.717621326446533
277,5549,6.637547969818115
279,5599,3.523493766784668
282,5649,5.466543197631836
284,5699,1.4371095895767212
287,5749,3.0326404571533203
289,5799,3.717402696609497
292,5849,3.295952796936035
294,5899,5.752020359039307
297,5949,3.749124050140381
299,5999,0.7136632204055786
302,6049,3.6113877296447754
304,6099,7.792424201965332
307,6149,0.46467965841293335
309,6199,6.546464920043945
312,6249,0.055175673216581345
314,6299,4.324032783508301
317,6349,3.107670307159424
319,6399,2.1738791465759277
322,6449,5.636490821838379
324,6499,5.605409622192383
327,6549,5.49375057220459
329,6599,6.358880043029785
332,6649,3.9535927772521973
334,6699,3.833400011062622
337,6749,-0.8795831203460693
339,6799,4.190473556518555
342,6849,2.399543285369873
344,6899,3.309480905532837
347,6949,3.9952731132507324
349,6999,0.6992835998535156
352,7049,5.108866214752197
354,7099,5.477165222167969
357,7149,9.472349166870117
359,7199,5.445518493652344
362,7249,5.35355806350708
364,7299,5.394345760345459
367,7349,9.60058307647705
369,7399,5.551052093505859
372,7449,8.064327239990234
374,7499,3.447108507156372
377,7549,7.103761196136475
379,7599,2.7862110137939453
382,7649,1.7114455699920654
384,7699,3.3739824295043945
387,7749,4.257043361663818
389,7799,5.114076137542725
392,7849,4.540965557098389
394,7899,0.6675201654434204
397,7949,4.948558807373047
399,7999,4.890478134155273
402,8049,1.6324853897094727
404,8099,5.903629302978516
407,8149,3.6417837142944336
409,8199,3.9209866523742676
412,8249,5.70029354095459
414,8299,4.419651985168457
417,8349,5.613548755645752
419,8399,6.607734680175781
422,8449,5.10928201675415
424,8499,0.1202538013458252
427,8549,5.691354751586914
429,8599,6.258310317993164
432,8649,8.618368148803711
434,8699,-0.03609640896320343
437,8749,3.5395469665527344
439,8799,3.9780454635620117
442,8849,7.159396171569824
444,8899,2.1872804164886475
447,8949,3.3328661918640137
449,8999,4.284433364868164
452,9049,4.805424690246582
454,9099,7.423491477966309
457,9149,5.2621002197265625
459,9199,4.508191108703613
462,9249,6.60944128036499
464,9299,2.004526376724243
467,9349,5.128170490264893
469,9399,6.38481330871582
472,9449,6.988257884979248
474,9499,5.088602542877197
477,9549,5.612725257873535
479,9599,5.3794846534729
482,9649,0.9619709253311157
484,9699,6.483175754547119
487,9749,3.116715908050537
489,9799,4.184358596801758
492,9849,3.6894826889038086
494,9899,2.6922824382781982
497,9949,7.009509086608887
499,9999,5.29042911529541
