epoch,step,train_loss
2,49,5.308414459228516
4,99,3.4620652198791504
7,149,7.209906101226807
9,199,3.7279577255249023
12,249,3.569599151611328
14,299,5.772713661193848
17,349,4.296273231506348
19,399,4.7594099044799805
22,449,4.0423102378845215
24,499,3.8772482872009277
27,549,3.311051845550537
29,599,6.838522911071777
32,649,4.341754913330078
34,699,5.747167587280273
37,749,5.4247846603393555
39,799,2.9379138946533203
42,849,3.8620150089263916
44,899,4.715188026428223
47,949,3.6756107807159424
49,999,3.1095266342163086
52,1049,3.0266613960266113
54,1099,3.1539926528930664
57,1149,4.841286659240723
59,1199,2.6185531616210938
62,1249,4.864188194274902
64,1299,4.614696502685547
67,1349,4.677659511566162
69,1399,3.835628032684326
72,1449,4.549745082855225
74,1499,4.771986961364746
77,1549,4.073247909545898
79,1599,3.9404983520507812
82,1649,7.323491096496582
84,1699,2.478959321975708
87,1749,4.093332290649414
89,1799,1.8743171691894531
92,1849,3.003370761871338
94,1899,3.9176812171936035
97,1949,3.2337191104888916
99,1999,4.048172950744629
102,2049,2.728727340698242
104,2099,3.9309144020080566
107,2149,2.137085437774658
109,2199,1.9817814826965332
112,2249,3.9571423530578613
114,2299,5.435380458831787
117,2349,4.600029945373535
119,2399,3.2112932205200195
122,2449,5.793846607208252
124,2499,5.610713958740234
127,2549,3.7638750076293945
129,2599,4.900350570678711
132,2649,2.05087947845459
134,2699,2.613260269165039
137,2749,1.6460609436035156
139,2799,2.6701512336730957
142,2849,1.9919071197509766
144,2899,2.9732108116149902
147,2949,5.401706218719482
149,2999,2.3767049312591553
152,3049,1.7268747091293335
154,3099,4.214654922485352
157,3149,3.496896982192993
159,3199,6.142943382263184
162,3249,5.198070526123047
164,3299,2.5786635875701904
167,3349,3.8169403076171875
169,3399,5.539482116699219
172,3449,4.231375694274902
174,3499,4.47209358215332
177,3549,3.0613579750061035
179,3599,3.411600112915039
182,3649,5.200142860412598
184,3699,3.3435635566711426
187,3749,3.253882884979248
189,3799,4.445894718170166
192,3849,3.287829637527466
194,3899,1.7653791904449463
197,3949,3.484124183654785
199,3999,3.0330424308776855
202,4049,2.8744845390319824
204,4099,5.522596836090088
207,4149,2.5067496299743652
209,4199,2.422947883605957
212,4249,6.464941501617432
214,4299,9.425666809082031
217,4349,3.4944827556610107
219,4399,6.030941963195801
222,4449,5.045595645904541
224,4499,4.116338729858398
227,4549,3.25600004196167
229,4599,2.75715970993042
232,4649,4.083933353424072
234,4699,5.059288024902344
237,4749,6.007411956787109
239,4799,4.385063171386719
242,4849,5.346925258636475
244,4899,4.789182186126709
247,4949,2.8624320030212402
249,4999,4.464846611022949
252,5049,5.82659912109375
254,5099,2.1120524406433105
257,5149,4.990318298339844
259,5199,4.624670028686523
262,5249,2.4142448902130127
264,5299,3.6865575313568115
267,5349,3.492351531982422
269,5399,3.708371162414551
272,5449,3.0148048400878906
274,5499,2.2684268951416016
277,5549,2.5536880493164062
279,5599,2.0832552909851074
282,5649,4.819073677062988
284,5699,6.692490577697754
287,5749,4.1997785568237305
289,5799,4.979056358337402
292,5849,4.840914726257324
294,5899,2.7788925170898438
297,5949,4.650861740112305
299,5999,2.7095253467559814
